plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
26510,Cleveland Cnty Generating Facility,USA0057029,736,4,2013,,,Southern Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26511,Cleveland Peaking,USA0007774,10.8,8,2000,63109,,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26512,Cleveland Thermal,USA0061838,1,4,2017,,,Cleveland Thermal  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26513,Clewiston Sugar House,USA0050482,49,13,2005.959184,35751,,United States Sugar Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26514,Clif Bar Bakery of Twin Falls,USA0062151,2,11,2019,,,Borrego Solar Systems Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26515,Clifton,USA0008037,87.5,4,1974.971429,35787,,Sunflower Electric Power Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26516,Clifton Dam 3 Power Station,USA0052049,1.2,6,1986.166667,,,Converse Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26517,Clifty Creek,USA0000983,1303.8,1,1955.166667,23007,,Indiana-Kentucky Electric Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26518,Clinch River,USA0003775,475,4,1958.5,13355,,Appalachian Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26519,Cline Solar Farm  LLC,USA0059929,5,11,2017,,,Cline Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26520,Clinton Battery,USA0060297,10,12,2016,,,Clinton Battery Utility  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26521,Clinton LFGTE,USA0059635,3.2,13,2006,,,Wabash Valley Power Assn  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26522,Clinton LFGTE Facility,USA0056986,6.4,13,2008.25,,,Innovative Energy Systems Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26523,Clinton Power Station,USA0000204,1138.3,7,1987,22851,,Exelon Nuclear,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26524,Clipperton Holdings,USA0059213,5,11,2017,,,Dominion Renewable Energy - Clipperton,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26525,Cloud County Wind Farm,USA0056784,201,#N/A,2009,,,Cloud County Windfarm  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26526,Clover,USA0007213,848,1,1995.5,36095,,Virginia Electric & Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26527,Cloverdale Solar Center,USA0060813,1,11,2019,,,Enerparc Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26528,Cloverdale Solar I,USA0058949,1.5,11,2014,68367,,GLT Cloverdale Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26529,Clyde Solar Array,USA0060923,2.8,11,2016,,,AEP Onsite Partners,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26530,Co-Gen II LLC,USA0050993,7.5,13,1987,,,Co-Gen II,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26531,Co-Gen LLC,USA0050921,7.5,13,1986,,,Co-Generation Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26532,CoServ Community Solar Station,USA0060427,2,11,2015,69547,,CoServ Electric,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26533,CoTAL Solar Farm,USA0060582,20,11,2018,,,FL Solar 1  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26534,Coachella,USA0006060,92.4,4,1974,22899,,Imperial Irrigation District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26535,Coal Creek,USA0006030,1215.6,1,1979.680158,17629,,Great River Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26536,Coalinga 25D Cogen,USA0052086,13.6,4,1987,19049,,Chevron USA Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26537,Coalinga 6C Cogen,USA0052083,6.8,4,1989,19049,,Chevron USA Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26538,Coalinga Cogeneration,USA0050131,38.4,4,1991,19049,,Coalinga Cogeneration Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26539,Coalinga Cogeneration Facility,USA0050750,6.8,4,1988,19049,,Aera Energy LLC-Coalinga,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26540,Coastal Energy Project,USA0057756,6,#N/A,2010,,,Coastal Community Action Program,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26541,Coats Solar Farm  LLC,USA0059937,5,11,2016,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26542,Cobble Mountain,USA0001630,33,6,1930,36690,,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26543,Coca Cola American Canyon,USA0057807,1.1,4,2011,68302,,Bloom Energy 2009 PPA,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26544,Cochrane,USA0002182,60.4,6,1958,26730,,NorthWestern Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26545,Coffeyville,USA0001271,44,4,1976.090909,16903,,City of Coffeyville - (KS),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26546,Coffin Butte,USA0007725,5.6,13,2001.857143,29468,,Pacific Northwest Generating Coop,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26547,Cogeneration 1,USA0056229,9,4,2002,,,University of Arizona,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26548,Cogeneration 2,USA0059233,6,4,2002,,,University of Arizona,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26549,Cogenra - TEP,USA0058832,1,11,2014,,,Terraform Arcadia,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26550,Cogentrix of Alamosa,USA0057368,30,11,2012,30838,,KEPCO Alamosa LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26551,Coggon,USA0001132,2,8,2003,16997,,City of Coggon - (IA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26552,Cohalan,USA0058790,4,11,2012.375,62777,,CD US Solar MT1 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26553,Cohasse Solar  LLC CSG,USA0063573,1,11,2017,,,38 Degrees North  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26554,Cohen Farm Solar  LLC,USA0060146,4.9,11,2016,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26555,Cohocton Wind Project,USA0056634,87.5,#N/A,2009,,,First Wind O&M  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26556,Coit GT,USA0003281,39.2,4,1969,32975,,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26557,Colbeck's Corner  LLC,USA0059068,200,#N/A,2016,68271,,RWE Renewables Americas LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26558,Colbert,USA0000047,476,4,1972,34339,,Tennessee Valley Authority,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26559,Colby,USA0001225,16,4,1970,26393,,Midwest Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26560,Colby City of,USA0001272,17.7,8,1976.016949,26393,,City of Colby - (KS),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26561,Colchester 16,USA0003735,18,8,1965,21404,,Green Mountain Power Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26562,Cold Canyon 1,USA0058379,1.5,13,2013,,,Toro Energy of California SLO,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26563,Cold River Road Solar,USA0060912,2.3,11,2017,,,AEP Onsite Partners,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26564,Cold Springs Windfarm,USA0057431,23,#N/A,2013,69090,,Aegis Renewables LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26565,Coldwater Peaking Plant,USA0059467,12.9,4,2015,17014,,Michigan South Central Power Agency,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26566,Coleman Falls,USA0056313,1.5,6,1983,,,Holcomb Rock Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26567,Coleman PH,USA0000227,12.1,6,1979,29370,,Pacific Gas & Electric Co.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26568,Coleto Creek,USA0006178,622.4,1,1980,15937,,Coleto Creek Power LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26569,Colfax,USA0001725,13.5,8,1969.4,18382,,DTE Electric Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26570,Colgate,USA0000454,315,6,1969,37577,,Yuba County Water Agency,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26571,Colgreen North Shore Solar Farm,USA0060825,74.8,11,2019,,,Sunpin Holdings  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26572,College of New Jersey,USA0058165,6.2,4,1996,54069,,The College of New Jersey,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26573,Colleton Solar Farm,USA0058700,2.5,11,2014,67544,,TIG Sun Energy I LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26574,Collierville Powerhouse,USA0054555,253,6,1989,27938,,Northern California Power Agny,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26575,Collins Facility,USA0052166,1.2,6,1985,34039,,Dichotomy Collins Hydro LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26576,Collins Pine Project,USA0010661,12,13,1986,17034,,Collins Pine Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26577,Collinwood,USA0002906,16,8,1971,16732,,City of Cleveland - (OH),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26578,Collinwood BioEnergy Facility,USA0058439,1,2,2011,,,Collinwood BioEnergy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26579,Colon PV,USA0059798,1.3,11,2016,,,Los Angeles Department of Water & Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26580,Colonial Pipeline Allentown Chesterfield,USA0063356,1.9,11,2018,,,EnterSolar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26581,Colonial Pipeline Woodbury West Deptford,USA0063357,3.7,11,2018,,,EnterSolar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26582,Colonial Trail West,USA0061985,142.4,11,2020,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26583,Colonie LFGTE Facility,USA0056324,6.4,13,2008.5,,,Innovative Energy Systems Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26584,Colorado Bend Energy Center,USA0056350,580.1,4,2004.095328,55264,,CER Colorado Bend Energy Partners LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26585,Colorado Bend II,USA0060122,1230.3,4,2017,,,Exelon Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26586,Colorado Energy Nations Company,USA0010003,35,4,1980.214286,34972,,Colorado Energy Nations Company LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26587,Colorado Green Holdings LLC,USA0056173,162,#N/A,2004,47739,,Avangrid Renewables LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26588,Colorado Highlands Wind,USA0057174,96.1,#N/A,2013,65234,,Colorado Highlands Wind LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26589,Colstrip,USA0006076,2363.4,1,1982.121943,26729,,Talen Montana LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26590,Colstrip Energy LP,USA0010784,46.1,1,1990,,,Colstrip Energy LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26591,Colton,USA0002551,36,6,1921.611111,27796,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26592,Colton Solar,USA0061831,2.2,11,2018,,,SP Solar 6  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26593,Colton Solar One  LLC,USA0059597,2.5,11,2015,,,Colton Solar One  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26594,Colton Solar Two  LLC,USA0059598,1,11,2015,,,Colton Solar Two  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26595,Columbia (MO),USA0002123,61.1,4,1976.459902,17095,,City of Columbia - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26596,Columbia (WI),USA0008023,1112,1,1976.5,37225,,Wisconsin Power & Light Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26597,Columbia Bryson,USA0062879,1.4,11,2019,,,Westbound Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26598,Columbia Canal Hydro,USA0003283,10.6,6,1934.433962,32973,,City of Columbia SC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26599,Columbia Energy Center,USA0055447,162.8,4,2001,47185,,City of Columbia - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26600,Columbia Energy Center (SC),USA0055386,668.5,4,2004,,,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26601,Columbia Flooring Melbourne,USA0056182,2,13,1980,17067,,Unilin Flooring NC LLC-Columbia Flooring,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26602,Columbia Generating Station,USA0000371,1200,7,1985,36343,,Energy Northwest,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26603,Columbia Solar Energy  LLC,USA0059979,19.2,11,2015,,,Columbia Solar Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26604,Columbia University - Johnson Farms,USA0061576,2,11,2018,,,AES Distributed Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26605,Columbia University - Minisink,USA0061578,2,11,2018,,,AES Distributed Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26606,Columbus,USA0002260,45.6,6,1936,27283,,Loup River Public Power Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26607,Columbus MS,USA0050184,128.6,2,1986.136858,36829,,International Paper Columbus Mill,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26608,Columbus Solar Project,USA0061165,1.9,11,2018,,,New Mexico Renewable Development LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26609,Colusa Generating Station,USA0056532,712.4,4,2011,55555,,Pacific Gas & Electric Co.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26610,Colver Power Project,USA0010143,118,1,1995,12198,,Inter-Power/AhlCon Partners  L.P.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26611,Com Adam 1WF-1,USA0058887,5,#N/A,2007,,,FPC Services Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26612,Comanche (CO),USA0000470,1635.3,1,1992.870116,30847,,Public Service Co of Colorado,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26613,Comanche (OK),USA0008059,294,4,1973.547619,30903,,Public Service Co of Oklahoma,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26614,Comanche Peak,USA0006145,2430,7,1991.5,34461,,Luminant Generation Company LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26615,Comanche Solar,USA0059656,120,11,2016,67903,,Novatus Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26616,Combie South,USA0000846,1.5,6,1984,17375,,Nevada Irrigation District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26617,Combine Hills I,USA0056195,43,#N/A,2004,50654,,Eurus Combine Hills I LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26618,Combined Locks,USA0004201,6.2,6,1988,23871,,City of Kaukauna,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26619,Combined Locks Energy Center,USA0055558,66.5,4,2002,49183,,Appleton Coated LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26620,Combustion Turbine Project No 2,USA0007449,50,4,1996,,,Northern California Power Agny,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26621,Comer Solar,USA0061554,2,11,2018,,,Georgia Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26622,Comerford,USA0002349,167.8,6,1930,27428,,Great River Hydro  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26623,Commerce ESS,USA0062609,10,12,2019,,,City of San Antonio - (TX),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26624,Commerce Solar,USA0062610,5,11,2020,,,City of San Antonio - (TX),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26625,Commonwealth Chesapeake,USA0055381,402.5,8,2000.571429,39997,,Commonwealth Chesapeake Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26626,Community Foodbank of NJ,USA0060776,1.1,11,2012,,,Community Foodbank of NJ,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26627,Community Solar 1,USA0058545,5.7,11,2014,68214,,NRG Solar Community 1 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26628,Community Wind North LLC,USA0057385,30,#N/A,2011,62679,,Longroad Energy Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26629,Community Wind South,USA0058045,30,#N/A,2013,65673,,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26630,Conception,USA0056537,50.4,#N/A,2008,56533,,CR Clearing  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26631,Concord,USA0007159,381.6,4,1993.5,37181,,Wisconsin Electric Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26632,Concord Energy,USA0057896,9.6,13,2012,64651,,Concord Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26633,Concord Farm,USA0059818,5.2,11,2011,,,Shoe Show  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26634,Concord Solar Farm,USA0059768,1.5,11,2014,69228,,Kearsarge Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26635,Condon Windpower LLC,USA0055739,49.8,#N/A,2002,46880,,Allete Clean Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26636,Conejos 1 Community Solar Array,USA0060723,1.5,11,2017,,,Clean Focus Renewables  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26637,Conemaugh,USA0003118,1963,1,1970.496943,29916,,KeyCon Operating LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26638,Conemaugh Hydro Plant,USA0052173,15,6,1989,,,Pennsylvania Renewable Resources,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26639,Conesville,USA0002840,841.5,1,1973,17107,,AEP Generation Resources Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26640,Conetoe II Solar  LLC,USA0059944,80,11,2016,69903,,Conetoe II Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26641,Conetoe Solar,USA0060188,5,11,2016,69903,,Conetoe Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26642,Conn Mun Electric Energy Coop,USA0060228,1,11,2017,,,Tesla Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26643,Connell East LLC,USA0062598,1.4,11,2013,,,Connell East LLC.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26644,Conowingo,USA0001574,530.8,6,1943.083647,33989,,Exelon Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26645,Conrath DPC Solar,USA0060889,1,11,2017,,,SoCore Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26646,Constantine,USA0001760,1.2,6,1924.5,23013,,Indiana Michigan Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26647,Constellation New Energy Inc,USA0058029,3.9,11,2012,,,Constellation Solar Federal LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26648,Consumer Operations LLC,USA0010360,90.8,4,1975.852423,20428,,Georgia-Pacific Consumer Oper. Green Bay LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26649,Control Gorge,USA0000393,37.5,6,1952,25085,,Los Angeles Department of Water & Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26650,Cooke,USA0001700,9,6,1911,17512,,Consumers Energy Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26651,Cookstown,USA0062600,5,11,2019,,,Cookstown Solar Farm  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26652,Coolidge Generation Station,USA0056948,726,4,2011,58073,,Salt River Project,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26653,Coolidge Solar 1  LLC,USA0061959,19.6,11,2019,,,Coolidge Solar I  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26654,Coon Rapids II,USA0007847,5.4,8,2001,17611,,City of Coon Rapids,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26655,Cooper,USA0001384,344,1,1967.67907,18887,,East Kentucky Power Coop  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26656,Cooper Farms VW Project,USA0057570,4.5,#N/A,2012,63498,,Cooper Hatchery Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26657,Cooper Lake,USA0006291,19.4,6,1961,16276,,Chugach Electric Assn Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26658,Cooper Nuclear Station,USA0008036,801,7,1974,27284,,Nebraska Public Power District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26659,Cooperative Solar One,USA0060863,8.5,11,2017,,,East Kentucky Power Coop  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26660,Coopersville,USA0054756,6.4,13,1997,,,EDL Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26661,Copco 1,USA0000294,20,6,1918,,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26662,Copco 2,USA0000295,27,6,1925,,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26663,Cope,USA0007210,417.3,4,1996,32974,,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26664,Copenhagen Plant,USA0010545,3.3,6,1984,17374,,CHI Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26665,Copenhagen Wind Farm,USA0058979,79.9,#N/A,2019,,,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26666,Copper,USA0000009,86.9,4,1980,19132,,El Paso Electric Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26667,Copper Dam Plant,USA0010323,2.6,6,2015,,,Farmer's Irrigation District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26668,Copper Mountain Solar 2,USA0058017,154,11,2013.168831,58550,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26669,Copper Mountain Solar 3,USA0058915,255,11,2014.278431,58550,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26670,Copper Mountain Solar 4  LLC,USA0059814,93.6,11,2016,58550,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26671,Copperfield,USA0061882,2,11,2019,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26672,Coral Farms Solar Energy Center,USA0061022,74.5,11,2018,,,Florida Power & Light Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26673,Coralville GT,USA0001079,72,4,1970,26311,,MidAmerican Energy Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26674,Coram Energy LLC,USA0054299,3,#N/A,2005,51957,,Brookfield Renewable Trading and Marketing LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26675,Coram Energy LLC (ECT),USA0054298,7.5,#N/A,2005,51957,,Brookfield Renewable Trading and Marketing LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26676,Coram Tehachapi,USA0054750,6.5,#N/A,1992,37647,,Brookfield Renewable Trading and Marketing LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26677,Corbin Russwin Phase 3 Berlin,USA0063358,1,11,2018,,,EnterSolar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26678,Corcoran,USA0060450,1.1,11,2014,61318,,Terraform Arcadia,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26679,Corcoran CSG,USA0061971,5,11,2019,,,Altus Power America Management  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26680,Corcoran Solar,USA0058374,20,11,2013,66568,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26681,Corcoran Solar 2,USA0059413,19.8,11,2015,66568,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26682,Corcoran Solar 3,USA0059900,20,11,2016,66568,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26683,Cordell Hull,USA0003423,99.9,6,1973.333333,35545,,USCE-Nashville District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26684,Cordova Energy,USA0055188,611.2,4,2001,45653,,Cordova Energy Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26685,CoreSite Real Estate 1656 McCarthy  L.P.,USA0061475,5,8,2000,,,CoreSite Real Estate 1656 McCarthy  L.P.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26686,CoreSite Real Estate 2901 Coronado  L.P.,USA0061476,10,8,2010,,,CoreSite Real Estate 2901 Coronado  L.P.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26687,CoreSite Real Estate 2972 Stender  L.P.,USA0061464,12,8,2011,,,CoreSite Real Estate 2972 Stender  L.P.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26688,CoreSite Real Estate 3032 Coronado  L.P.,USA0061482,30,8,2015,,,CoreSite Real Estate 3032 Coronado  L.P.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26689,CoreSite Real Estate 55 S. Market Street,USA0061474,8,8,2007,,,CoreSite Real Estate 55 S. Market Street  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26690,Cork Oak Solar,USA0060637,20,11,2018,,,Cork Oak Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26691,Cornelius Delivery No 1,USA0056546,2.2,8,2007,62042,,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26692,Cornell,USA0006086,35.3,6,1976.022663,28310,,Northern States Power Co - Minnesota,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26693,Cornell Geneva Solar Farm,USA0060150,2,11,2016,,,Argos Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26694,Cornell Hydro,USA0010286,1.9,6,1982,,,Cornell Hydro,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26695,Cornell Snyder Road Solar Array,USA0059470,1.8,11,2014,68584,,Ulysses Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26696,Cornell University Central Heat,USA0050368,39.5,4,2005.822785,17687,,Cornell University,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26697,Cornerstone Power Holmdel LLC,USA0058536,3,11,2013,65541,,OCI Solar Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26698,Cornerstone Power Vineland I LLC,USA0058512,3.1,11,2012,,,Altus Power America Management  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26699,Cornillie,USA0061977,1,11,2018,,,Terraform Arcadia,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
